Sampled date,Collected by,Collected from,Customer id,Date authorised,Description,Group id,Id Numeric,Id Text,Job Name,Motivo ekuis,Obser ekuis,Product,Reception notes,Record id,Sample name,Sample type,Sampling point,Table name,Template id,Test schedule,Enviable ekuis
"26-AUG-2025 09:56:00","NANCY     ","cocina                                                                                              ","LAB_MUN   ","16-SEP-2025 07:37:53","agua de grifo cocina (más cercano a caldera individual)                                             ","LM_CAMPO  ","    241026","LEGIONELLA-2025-8492          ","LEGIONELLA-2025     ","          ","                                                                                                    ","          ","                                                                                                    ","          ","Agua Caliente Sanitaria       ","AG_ACS    ","D-1148    ","          ","LEGIONELLA","LEGIO-IDEX"," "
"26-AUG-2025 10:01:00","NANCY     ","baño al lado de cocina                                                                              ","LAB_MUN   ","16-SEP-2025 07:37:59","agua de ducha                                                                                       ","LM_CAMPO  ","    241028","LEGIONELLA-2025-8493          ","LEGIONELLA-2025     ","          ","                                                                                                    ","          ","                                                                                                    ","          ","Agua Caliente Sanitaria       ","AG_ACS    ","D-1148    ","          ","LEGIONELLA","LEGIO-IDEX"," "
"26-AUG-2025 09:50:00","NANCY     ","baño adaptado más alejado del depósito                                                              ","LAB_MUN   ","16-SEP-2025 07:38:13","agua de ducha                                                                                       ","LM_CAMPO  ","    241031","LEGIONELLA-2025-8494          ","LEGIONELLA-2025     ","          ","                                                                                                    ","          ","                                                                                                    ","          ","Agua caliente sanitaria       ","AG_ACS    ","D-1148    ","          ","LEGIONELLA","LEGIO-IDEX"," "
"26-AUG-2025 11:15:00","NANCY     ","baño 2 (frente a habitación ricallor)                                                               ","LAB_MUN   ","16-SEP-2025 07:38:19","agua de ducha                                                                                       ","LM_CAMPO  ","    241035","LEGIONELLA-2025-8498          ","LEGIONELLA-2025     ","          ","                                                                                                    ","          ","                                                                                                    ","          ","Agua caliente sanitaria       ","AG_ACS    ","D-1149    ","          ","LEGIONELLA","LEGIO-IDEX"," "
"26-AUG-2025 11:10:00","NANCY     ","baño 1 cercano a oficina                                                                            ","LAB_MUN   ","16-SEP-2025 07:38:24","agua de ducha                                                                                       ","LM_CAMPO  ","    241036","LEGIONELLA-2025-8499          ","LEGIONELLA-2025     ","0         ","                                                                                                    ","          ","                                                                                                    ","          ","Agua caliente sanitaria       ","AG_ACS    ","D-1149    ","          ","LEGIONELLA","LEGIO-IDEX","E"
"26-AUG-2025 11:25:00","NANCY     ","baño 6                                                                                              ","LAB_MUN   ","16-SEP-2025 07:38:31","agua de ducha                                                                                       ","LM_CAMPO  ","    241037","LEGIONELLA-2025-8500          ","LEGIONELLA-2025     ","          ","                                                                                                    ","          ","                                                                                                    ","          ","Agua caliente sanitaria       ","AG_ACS    ","D-1149    ","          ","LEGIONELLA","LEGIO-IDEX"," "
"04-SEP-2025 07:55:00","NUMARTIN  ","ducha en domicilio C/ Puerto Rico 14                                                                ","LAB_MUN   ","22-SEP-2025 09:52:04","agua de ducha                                                                                       ","LM_CAMPO  ","    241174","LEGIONELLA-2025-8566          ","LEGIONELLA-2025     ","          ","Caso 012507                                                                                         ","          ","                                                                                                    ","          ","Agua Caliente Sanitaria       ","AG_ACS    ","LEGIO-000 ","          ","LEGIONELLA","LEGIO-IDEX"," "
"04-SEP-2025 08:20:00","NUMARTIN  ","depósito                                                                                            ","LAB_MUN   ","22-SEP-2025 09:52:10","agua de depósito                                                                                    ","LM_CAMPO  ","    241175","LEGIONELLA-2025-8567          ","LEGIONELLA-2025     ","          ","                                                                                                    ","          ","                                                                                                    ","          ","agua lavacoches               ","AG-LAVACO ","D-1147    ","          ","LEGIONELLA","LEGIO-PA-S"," "
"04-SEP-2025 08:50:00","NUMARTIN  ","lanza 2                                                                                             ","LAB_MUN   ","22-SEP-2025 09:52:17","agua de lanza 2                                                                                     ","LM_CAMPO  ","    241176","LEGIONELLA-2025-8568          ","LEGIONELLA-2025     ","          ","                                                                                                    ","          ","                                                                                                    ","          ","agua depósito                 ","AG-LAVACO ","D-1083    ","          ","LEGIONELLA","LEGIO-PA-S"," "
"04-SEP-2025 09:20:00","NUMARTIN  ","lanza 1                                                                                             ","LAB_MUN   ","22-SEP-2025 09:52:23","agua de depósito                                                                                    ","LM_CAMPO  ","    241177","LEGIONELLA-2025-8569          ","LEGIONELLA-2025     ","          ","                                                                                                    ","          ","                                                                                                    ","          ","Agua lavacoches               ","AG-LAVACO ","D-1079    ","          ","LEGIONELLA","LEGIO-PA-S"," "
