Analysis,Component name,Id numeric,Result text,Result type,Result value
M-027,Recuento de bacterias coliformes,243315,<1,N,1.000
M-027,Recuento de E. coli,243315,<1,N,1.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243315,<1,N,1.000
FECHA-MI,Fecha fin de los ensayos,243315,28/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243315,26/01/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243315,27/01/2026,T,0.000
FECHA-AMB,Fecha comienzo de los ensayos,243315,26/01/2026,T,0.000
D_TURBIDEZ,Turbidez,243315,<0.4,N,0.130
D_PH,pH,243315,7.5,N,7.480
D_OXIDABIL,Oxidabilidad,243315,1.19,N,1.190
D_CONDUCT,Conductividad a 20 ºC,243315,580,N,579.500
AMONI-CI-P,Amonio,243315,<0.15,N,0.000
M-034,Recuento de Pseudomonas aeruginosa,243315,<1,N,1.000
AMONI-CI-P,Amonio,243316,<0.15,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243316,603,N,603.200
M-034,Recuento de Pseudomonas aeruginosa,243316,<1,N,1.000
M-027,Recuento de bacterias coliformes,243316,<1,N,1.000
M-027,Recuento de E. coli,243316,<1,N,1.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243316,0,N,0.000
FECHA-MI,Fecha fin de los ensayos,243316,28/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243316,26/01/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243316,27/01/2026,T,0.000
FECHA-AMB,Fecha comienzo de los ensayos,243316,26/01/2026,T,0.000
D_TURBIDEZ,Turbidez,243316,<0.4,N,0.100
D_PH,pH,243316,7.6,N,7.550
D_OXIDABIL,Oxidabilidad,243316,1.23,N,1.230
AMONI-CI-P,Amonio,243317,<0.15,N,0.061
M-027,Recuento de bacterias coliformes,243317,<1,N,1.000
M-027,Recuento de E. coli,243317,<1,N,1.000
M-019-AC1,Recnto. Estafilococos coagulasa +,243317,No aceptable,O,0.000
FECHA-MI,Fecha fin de los ensayos,243317,28/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243317,26/01/2026,T,0.000
M-034,Recuento de Pseudomonas aeruginosa,243317,<1,N,1.000
FECHA-AMB,Fecha comienzo de los ensayos,243317,26/01/2026,T,0.000
D_TURBIDEZ,Turbidez,243317,<0.4,N,0.140
D_PH,pH,243317,7.4,N,7.440
D_OXIDABIL,Oxidabilidad,243317,0.71,N,0.710
D_CONDUCT,Conductividad a 20 ºC,243317,386,N,386.200
FECHA-AMB,Fecha fin de los ensayos,243317,27/01/2026,T,0.000
M-034,Recuento de Pseudomonas aeruginosa,243318,<1,N,1.000
AMONI-CI-P,Amonio,243318,<0.15,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243318,451,N,451.000
D_OXIDABIL,Oxidabilidad,243318,1.07,N,1.070
D_PH,pH,243318,7.1,N,7.090
D_TURBIDEZ,Turbidez,243318,0.4,N,0.360
FECHA-AMB,Fecha comienzo de los ensayos,243318,26/01/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243318,27/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243318,26/01/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243318,28/01/2026,T,0.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243318,0,N,0.000
M-027,Recuento de E. coli,243318,<1,N,1.000
M-027,Recuento de bacterias coliformes,243318,<1,N,1.000
AMONI-CI-P,Amonio,243319,<0.15,N,0.120
D_CONDUCT,Conductividad a 20 ºC,243319,546,N,546.000
D_OXIDABIL,Oxidabilidad,243319,0.95,N,0.950
D_PH,pH,243319,7.4,N,7.410
D_TURBIDEZ,Turbidez,243319,<0.4,N,0.120
FECHA-AMB,Fecha comienzo de los ensayos,243319,26/01/2026,T,0.000
M-034,Recuento de Pseudomonas aeruginosa,243319,<1,N,1.000
FECHA-MI,Fecha comienzo de los ensayos,243319,26/01/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243319,28/01/2026,T,0.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243319,<1,N,1.000
M-027,Recuento de E. coli,243319,<1,N,1.000
M-027,Recuento de bacterias coliformes,243319,<1,N,1.000
FECHA-AMB,Fecha fin de los ensayos,243319,27/01/2026,T,0.000
AMONI-CI-P,Amonio,243320,<0.15,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243320,929,N,929.100
M-034,Recuento de Pseudomonas aeruginosa,243320,<1,N,1.000
M-027,Recuento de bacterias coliformes,243320,<1,N,1.000
M-027,Recuento de E. coli,243320,<1,N,1.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243320,0,N,0.000
FECHA-MI,Fecha fin de los ensayos,243320,28/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243320,26/01/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243320,27/01/2026,T,0.000
FECHA-AMB,Fecha comienzo de los ensayos,243320,26/01/2026,T,0.000
D_TURBIDEZ,Turbidez,243320,<0.4,N,0.210
D_PH,pH,243320,7.2,N,7.210
D_OXIDABIL,Oxidabilidad,243320,1.43,N,1.430
AMONI-CI-P,Amonio,243322,<0.15,N,0.000
M-027,Recuento de bacterias coliformes,243322,<1,N,1.000
M-027,Recuento de E. coli,243322,<1,N,1.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243322,0,N,0.000
FECHA-MI,Fecha fin de los ensayos,243322,28/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243322,26/01/2026,T,0.000
M-034,Recuento de Pseudomonas aeruginosa,243322,<1,N,1.000
FECHA-AMB,Fecha comienzo de los ensayos,243322,26/01/2026,T,0.000
D_TURBIDEZ,Turbidez,243322,<0.4,N,0.160
D_PH,pH,243322,7.4,N,7.360
D_OXIDABIL,Oxidabilidad,243322,1.19,N,1.190
D_CONDUCT,Conductividad a 20 ºC,243322,1112,N,1112.000
FECHA-AMB,Fecha fin de los ensayos,243322,27/01/2026,T,0.000
M-027,Recuento de bacterias coliformes,243344,<1,N,1.000
M-034,Recuento de Pseudomonas aeruginosa,243344,<1,N,1.000
AMONI-CI-P,Amonio,243344,<0.15,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243344,756,N,755.800
D_OXIDABIL,Oxidabilidad,243344,0.86,N,0.860
D_PH,pH,243344,7.4,N,7.440
D_TURBIDEZ,Turbidez,243344,<0.4,N,0.110
FECHA-AMB,Fecha comienzo de los ensayos,243344,27/01/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243344,28/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243344,27/01/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243344,29/01/2026,T,0.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243344,0,N,0.000
M-027,Recuento de E. coli,243344,<1,N,1.000
AMONI-CI-P,Amonio,243345,<0.15,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243345,511,N,510.800
D_OXIDABIL,Oxidabilidad,243345,1.07,N,1.070
D_PH,pH,243345,7.4,N,7.420
D_TURBIDEZ,Turbidez,243345,<0.4,N,0.140
FECHA-AMB,Fecha comienzo de los ensayos,243345,27/01/2026,T,0.000
M-034,Recuento de Pseudomonas aeruginosa,243345,<1,N,1.000
FECHA-MI,Fecha comienzo de los ensayos,243345,27/01/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243345,29/01/2026,T,0.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243345,<1,N,1.000
M-027,Recuento de E. coli,243345,<1,N,1.000
M-027,Recuento de bacterias coliformes,243345,<1,N,1.000
FECHA-AMB,Fecha fin de los ensayos,243345,28/01/2026,T,0.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243346,0,N,0.000
M-027,Recuento de E. coli,243346,<1,N,1.000
M-027,Recuento de bacterias coliformes,243346,<1,N,1.000
M-034,Recuento de Pseudomonas aeruginosa,243346,<1,N,1.000
AMONI-CI-P,Amonio,243346,<0.15,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243346,742,N,742.400
D_OXIDABIL,Oxidabilidad,243346,0.95,N,0.950
D_PH,pH,243346,7.2,N,7.150
D_TURBIDEZ,Turbidez,243346,<0.4,N,0.170
FECHA-AMB,Fecha comienzo de los ensayos,243346,27/01/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243346,28/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243346,27/01/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243346,29/01/2026,T,0.000
FECHA-AMB,Fecha comienzo de los ensayos,243347,27/01/2026,T,0.000
D_TURBIDEZ,Turbidez,243347,<0.4,N,0.150
D_PH,pH,243347,7.3,N,7.290
D_OXIDABIL,Oxidabilidad,243347,1.10,N,1.100
D_CONDUCT,Conductividad a 20 ºC,243347,623,N,623.300
AMONI-CI-P,Amonio,243347,<0.15,N,0.000
M-034,Recuento de Pseudomonas aeruginosa,243347,<1,N,1.000
FECHA-MI,Fecha comienzo de los ensayos,243347,27/01/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243347,29/01/2026,T,0.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243347,0,N,0.000
M-027,Recuento de E. coli,243347,<1,N,1.000
M-027,Recuento de bacterias coliformes,243347,<1,N,1.000
FECHA-AMB,Fecha fin de los ensayos,243347,28/01/2026,T,0.000
FECHA-AMB,Fecha comienzo de los ensayos,243348,27/01/2026,T,0.000
D_TURBIDEZ,Turbidez,243348,0.4,N,0.430
D_PH,pH,243348,7.2,N,7.240
D_OXIDABIL,Oxidabilidad,243348,1.35,N,1.350
D_CONDUCT,Conductividad a 20 ºC,243348,858,N,858.200
AMONI-CI-P,Amonio,243348,<0.15,N,0.000
FECHA-AMB,Fecha fin de los ensayos,243348,28/01/2026,T,0.000
M-034,Recuento de Pseudomonas aeruginosa,243348,<1,N,1.000
M-027,Recuento de bacterias coliformes,243348,<1,N,1.000
M-027,Recuento de E. coli,243348,<1,N,1.000
M-019-AC1,Recnto. Estafilococos coagulasa +,243348,No aceptable,O,0.000
FECHA-MI,Fecha fin de los ensayos,243348,29/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243348,27/01/2026,T,0.000
AMONI-CI-P,Amonio,243349,<0.15,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243349,650,N,650.100
D_OXIDABIL,Oxidabilidad,243349,1.59,N,1.590
D_PH,pH,243349,7.5,N,7.480
D_TURBIDEZ,Turbidez,243349,0.5,N,0.450
FECHA-AMB,Fecha comienzo de los ensayos,243349,27/01/2026,T,0.000
M-034,Recuento de Pseudomonas aeruginosa,243349,<1,N,1.000
M-027,Recuento de E. coli,243349,<1,N,1.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243349,0,N,0.000
FECHA-MI,Fecha fin de los ensayos,243349,29/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243349,27/01/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243349,28/01/2026,T,0.000
M-027,Recuento de bacterias coliformes,243349,<1,N,1.000
FECHA-AMB,Fecha comienzo de los ensayos,243350,27/01/2026,T,0.000
D_TURBIDEZ,Turbidez,243350,<0.4,N,0.290
D_PH,pH,243350,7.5,N,7.490
D_OXIDABIL,Oxidabilidad,243350,1.27,N,1.270
D_CONDUCT,Conductividad a 20 ºC,243350,617,N,616.500
AMONI-CI-P,Amonio,243350,<0.15,N,0.000
M-034,Recuento de Pseudomonas aeruginosa,243350,<1,N,1.000
FECHA-MI,Fecha comienzo de los ensayos,243350,27/01/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243350,29/01/2026,T,0.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243350,0,N,0.000
M-027,Recuento de E. coli,243350,<1,N,1.000
M-027,Recuento de bacterias coliformes,243350,<1,N,1.000
FECHA-AMB,Fecha fin de los ensayos,243350,28/01/2026,T,0.000
FECHA-AMB,Fecha comienzo de los ensayos,243351,27/01/2026,T,0.000
D_TURBIDEZ,Turbidez,243351,<0.4,N,0.140
D_PH,pH,243351,7.3,N,7.290
D_OXIDABIL,Oxidabilidad,243351,0.98,N,0.980
D_CONDUCT,Conductividad a 20 ºC,243351,614,N,613.700
AMONI-CI-P,Amonio,243351,<0.15,N,0.000
FECHA-AMB,Fecha fin de los ensayos,243351,28/01/2026,T,0.000
M-034,Recuento de Pseudomonas aeruginosa,243351,<1,N,1.000
M-027,Recuento de bacterias coliformes,243351,1,N,1.000
M-027,Recuento de E. coli,243351,<1,N,1.000
M-019-AC1,Recnto. Estafilococos coagulasa +,243351,No aceptable,O,0.000
FECHA-MI,Fecha fin de los ensayos,243351,29/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243351,27/01/2026,T,0.000
AMONI-CI-P,Amonio,243352,<0.15,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243352,780,N,780.400
D_OXIDABIL,Oxidabilidad,243352,0.69,N,0.690
D_PH,pH,243352,7.2,N,7.200
D_TURBIDEZ,Turbidez,243352,<0.4,N,0.120
FECHA-AMB,Fecha comienzo de los ensayos,243352,27/01/2026,T,0.000
M-034,Recuento de Pseudomonas aeruginosa,243352,<1,N,1.000
M-027,Recuento de E. coli,243352,<1,N,1.000
M-019-AC1,Recuento de Estafilococos coagulasa +,243352,0,N,0.000
FECHA-MI,Fecha fin de los ensayos,243352,29/01/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243352,27/01/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243352,28/01/2026,T,0.000
M-027,Recuento de bacterias coliformes,243352,<1,N,1.000
AMONI-CI-P,Amonio,243475,<0.15,N,0.000
WMM-LM-CAM,Cloro libre residual,243475,0.31,N,0.310
D_CONDUCT,Conductividad a 20 ºC,243475,371,N,371.400
D_OXIDABIL,Oxidabilidad,243475,0.63,N,0.630
D_PH,pH,243475,8.22,N,8.220
D_TURBIDEZ,Turbidez,243475,<0.4,N,0.160
FECHA-AMB,Fecha comienzo de los ensayos,243475,02/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243475,03/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243475,02/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243475,05/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243475,0,N,0.000
M-016-AC1,Recuento de E. coli,243475,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243475,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243475,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243475,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243475,0.0,K,0.000
M-068-AC1,P1,243475,0,N,0.000
M-068-AC1,P2,243475,0,N,0.000
M-068-AC1,Recuento,243475,0,K,0.000
M-068-AC1,d,243475,0,N,0.000
NTRAT-CI-P,Nitratos,243475,7.83,N,7.830
NTRIT-CI-P,Nitritos,243475,<0.15,N,0.000
OXOANIONES,Bromato,243475,<2.5,N,0.000
OXOANIONES,Clorato,243475,0.255,N,0.255
OXOANIONES,Clorito,243475,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243475,8,N,8.000
SULFA-CI-P,Sulfatos,243475,17.2,N,17.150
THM-GCMS,Bromodiclorometano,243475,5.0,N,5.000
THM-GCMS,Bromoformo,243475,<5.0,N,0.000
THM-GCMS,Cloroformo,243475,8.0,N,8.000
THM-GCMS,Dibromoclorometano,243475,<5.0,N,4.100
THM-GCMS,Suma Trihalometanos,243475,17.2,N,17.180
WMM-LM-CAM,Cloro combinado residual,243475,0.12,N,0.120
CLORU-CI-P,Cloruros,243475,13.93,N,13.930
M-068-AC1,Recuento,243476,5,K,5.000
M-068-AC1,Recnto. Microorg. cultivables a 22 ºC,243476,Estimado 5 ufc/100 ml,O,0.000
NTRAT-CI-P,Nitratos,243476,12.90,N,12.900
NTRIT-CI-P,Nitritos,243476,<0.15,N,0.052
OXOANIONES,Bromato,243476,<2.5,N,0.000
OXOANIONES,Clorato,243476,0.077,N,0.077
OXOANIONES,Clorito,243476,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243476,7.6,N,7.600
SULFA-CI-P,Sulfatos,243476,15.1,N,15.100
THM-GCMS,Bromodiclorometano,243476,<5.0,N,0.900
THM-GCMS,Bromoformo,243476,<5.0,N,0.000
THM-GCMS,Cloroformo,243476,<5.0,N,1.000
THM-GCMS,Dibromoclorometano,243476,<5.0,N,1.400
THM-GCMS,Suma Trihalometanos,243476,<5.0,N,3.320
WMM-LM-CAM,Cloro combinado residual,243476,<0.10,N,0.000
WMM-LM-CAM,Cloro libre residual,243476,<0.10,N,0.000
AMONI-CI-P,Amonio,243476,<0.15,N,0.000
CLORU-CI-P,Cloruros,243476,11.76,N,11.760
D_CONDUCT,Conductividad a 20 ºC,243476,484,N,483.700
D_OXIDABIL,Oxidabilidad,243476,<0.50,N,0.400
D_PH,pH,243476,8.14,N,8.140
D_TURBIDEZ,Turbidez,243476,<0.4,N,0.140
FECHA-AMB,Fecha comienzo de los ensayos,243476,02/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243476,03/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243476,02/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243476,05/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243476,0,N,0.000
M-016-AC1,Recuento de E. coli,243476,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243476,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243476,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243476,5.0,K,5.000
M-068-AC1,P1,243476,5,N,5.000
M-068-AC1,P2,243476,0,N,0.000
M-068-AC1,d,243476,0,N,0.000
AMONI-CI-P,Amonio,243477,<0.15,N,0.000
WMM-LM-CAM,Cloro libre residual,243477,0.22,N,0.220
D_CONDUCT,Conductividad a 20 ºC,243477,261,N,260.900
D_OXIDABIL,Oxidabilidad,243477,0.83,N,0.830
D_PH,pH,243477,8.28,N,8.280
D_TURBIDEZ,Turbidez,243477,0.5,N,0.490
FECHA-AMB,Fecha comienzo de los ensayos,243477,02/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243477,03/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243477,02/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243477,05/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243477,0,N,0.000
M-016-AC1,Recuento de E. coli,243477,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243477,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243477,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243477,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243477,0.0,K,0.000
M-068-AC1,P1,243477,0,N,0.000
M-068-AC1,P2,243477,0,N,0.000
M-068-AC1,Recuento,243477,0,K,0.000
M-068-AC1,d,243477,0,N,0.000
NTRAT-CI-P,Nitratos,243477,1.66,N,1.660
NTRIT-CI-P,Nitritos,243477,<0.15,N,0.000
OXOANIONES,Bromato,243477,<2.5,N,0.000
OXOANIONES,Clorato,243477,0.485,N,0.485
OXOANIONES,Clorito,243477,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243477,8.1,N,8.100
SULFA-CI-P,Sulfatos,243477,19.4,N,19.440
THM-GCMS,Bromodiclorometano,243477,8.4,N,8.400
THM-GCMS,Bromoformo,243477,<5.0,N,0.000
THM-GCMS,Cloroformo,243477,20.7,N,20.700
THM-GCMS,Dibromoclorometano,243477,<5.0,N,4.300
THM-GCMS,Suma Trihalometanos,243477,33.4,N,33.350
WMM-LM-CAM,Cloro combinado residual,243477,0.18,N,0.180
CLORU-CI-P,Cloruros,243477,15.71,N,15.710
M-068-AC1,Microorganismos cultivables a 22 °C,243478,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243478,0.0,K,0.000
M-068-AC1,P1,243478,0,N,0.000
M-068-AC1,P2,243478,0,N,0.000
M-068-AC1,Recuento,243478,0,K,0.000
M-068-AC1,d,243478,0,N,0.000
NTRAT-CI-P,Nitratos,243478,1.73,N,1.730
NTRIT-CI-P,Nitritos,243478,<0.15,N,0.000
OXOANIONES,Bromato,243478,<2.5,N,0.000
OXOANIONES,Clorato,243478,0.166,N,0.166
OXOANIONES,Clorito,243478,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243478,7.8,N,7.800
SULFA-CI-P,Sulfatos,243478,19.5,N,19.500
THM-GCMS,Bromodiclorometano,243478,8.0,N,8.000
THM-GCMS,Bromoformo,243478,<5.0,N,0.000
THM-GCMS,Cloroformo,243478,22.0,N,22.000
THM-GCMS,Dibromoclorometano,243478,<5.0,N,4.200
THM-GCMS,Suma Trihalometanos,243478,34.2,N,34.170
WMM-LM-CAM,Cloro combinado residual,243478,0.19,N,0.190
WMM-LM-CAM,Cloro libre residual,243478,0.11,N,0.110
AMONI-CI-P,Amonio,243478,<0.15,N,0.000
CLORU-CI-P,Cloruros,243478,14.67,N,14.670
D_CONDUCT,Conductividad a 20 ºC,243478,254,N,254.400
D_OXIDABIL,Oxidabilidad,243478,1.03,N,1.030
D_PH,pH,243478,8.14,N,8.140
D_TURBIDEZ,Turbidez,243478,<0.4,N,0.160
FECHA-AMB,Fecha comienzo de los ensayos,243478,02/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243478,03/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243478,02/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243478,05/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243478,0,N,0.000
M-016-AC1,Recuento de E. coli,243478,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243478,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243478,0,N,0.000
AMONI-CI-P,Amonio,243479,<0.15,N,0.000
WMM-LM-CAM,Cloro libre residual,243479,<0.10,N,0.070
D_CONDUCT,Conductividad a 20 ºC,243479,253,N,253.200
D_OXIDABIL,Oxidabilidad,243479,0.99,N,0.990
D_PH,pH,243479,8.12,N,8.120
D_TURBIDEZ,Turbidez,243479,<0.4,N,0.170
FECHA-AMB,Fecha comienzo de los ensayos,243479,02/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243479,03/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243479,02/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243479,05/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243479,0,N,0.000
M-016-AC1,Recuento de E. coli,243479,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243479,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243479,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243479,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243479,0.0,K,0.000
M-068-AC1,P1,243479,0,N,0.000
M-068-AC1,P2,243479,0,N,0.000
M-068-AC1,Recuento,243479,0,K,0.000
M-068-AC1,d,243479,0,N,0.000
NTRAT-CI-P,Nitratos,243479,1.68,N,1.680
NTRIT-CI-P,Nitritos,243479,<0.15,N,0.000
OXOANIONES,Bromato,243479,<2.5,N,0.000
OXOANIONES,Clorato,243479,0.161,N,0.161
OXOANIONES,Clorito,243479,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243479,8.7,N,8.700
SULFA-CI-P,Sulfatos,243479,19.2,N,19.240
THM-GCMS,Bromodiclorometano,243479,8.2,N,8.200
THM-GCMS,Bromoformo,243479,<5.0,N,0.500
THM-GCMS,Cloroformo,243479,23.3,N,23.300
THM-GCMS,Dibromoclorometano,243479,<5.0,N,4.100
THM-GCMS,Suma Trihalometanos,243479,36.2,N,36.160
WMM-LM-CAM,Cloro combinado residual,243479,0.14,N,0.140
CLORU-CI-P,Cloruros,243479,14.48,N,14.480
AMONI-CI-P,Amonio,243480,<0.15,N,0.000
CLORU-CI-P,Cloruros,243480,14.54,N,14.540
D_CONDUCT,Conductividad a 20 ºC,243480,255,N,255.100
D_OXIDABIL,Oxidabilidad,243480,0.95,N,0.950
D_PH,pH,243480,8.09,N,8.090
D_TURBIDEZ,Turbidez,243480,<0.4,N,0.140
FECHA-AMB,Fecha comienzo de los ensayos,243480,02/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243480,03/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243480,02/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243480,05/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243480,0,N,0.000
M-016-AC1,Recuento de E. coli,243480,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243480,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243480,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243480,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243480,0.0,K,0.000
M-068-AC1,P1,243480,0,N,0.000
M-068-AC1,P2,243480,0,N,0.000
M-068-AC1,Recuento,243480,0,K,0.000
M-068-AC1,d,243480,0,N,0.000
NTRAT-CI-P,Nitratos,243480,1.74,N,1.740
NTRIT-CI-P,Nitritos,243480,<0.15,N,0.000
OXOANIONES,Bromato,243480,<2.5,N,0.000
OXOANIONES,Clorato,243480,0.245,N,0.245
OXOANIONES,Clorito,243480,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243480,8.1,N,8.100
SULFA-CI-P,Sulfatos,243480,19.2,N,19.170
THM-GCMS,Bromodiclorometano,243480,7.5,N,7.500
THM-GCMS,Bromoformo,243480,<5.0,N,0.000
THM-GCMS,Cloroformo,243480,18.4,N,18.400
THM-GCMS,Dibromoclorometano,243480,<5.0,N,3.900
THM-GCMS,Suma Trihalometanos,243480,29.8,N,29.840
WMM-LM-CAM,Cloro combinado residual,243480,0.12,N,0.120
WMM-LM-CAM,Cloro libre residual,243480,<0.10,N,0.000
AMONI-CI-P,Amonio,243481,<0.15,N,0.000
WMM-LM-CAM,Cloro libre residual,243481,0.17,N,0.170
D_CONDUCT,Conductividad a 20 ºC,243481,132,N,132.200
D_OXIDABIL,Oxidabilidad,243481,0.87,N,0.870
D_PH,pH,243481,8.09,N,8.090
D_TURBIDEZ,Turbidez,243481,0.5,N,0.520
FECHA-AMB,Fecha comienzo de los ensayos,243481,02/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243481,03/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243481,02/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243481,05/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243481,0,N,0.000
M-016-AC1,Recuento de E. coli,243481,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243481,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243481,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243481,4.0,K,4.000
M-068-AC1,P1,243481,4,N,4.000
M-068-AC1,P2,243481,0,N,0.000
M-068-AC1,Recnto. Microorg. cultivables a 22 ºC,243481,Estimado 4 ufc/100 ml,O,0.000
M-068-AC1,Recuento,243481,4,K,4.000
M-068-AC1,d,243481,0,N,0.000
NTRAT-CI-P,Nitratos,243481,1.18,N,1.180
NTRIT-CI-P,Nitritos,243481,<0.15,N,0.000
OXOANIONES,Bromato,243481,<2.5,N,0.000
OXOANIONES,Clorato,243481,0.088,N,0.088
OXOANIONES,Clorito,243481,<0.025,N,0.000
