Id numeric,Result text,Result value,Sampled date,Test status,Description,Component name,Sample name
"    235272","<10                                                                                                                                                                                                                                       ","    10.000","13-AUG-2024 09:14:00","A","Blanco proceso                                                                                      ","Recuento de Legionella pneumophila      ","Agua blanco                   "
"    235345","0                                                                                                                                                                                                                                         ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Recuento de C. perfringens (incluido esp","Agua blanco                   "
"    235345","0                                                                                                                                                                                                                                         ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Recuento de E. coli                     ","Agua blanco                   "
"    235345","0                                                                                                                                                                                                                                         ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Recuento de bacterias coliformes        ","Agua blanco                   "
"    235345","0                                                                                                                                                                                                                                         ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Recuento de Enterococos intestinales    ","Agua blanco                   "
"    235345","19/08/2024                                                                                                                                                                                                                                ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      "," Fecha comienzo de los ensayos          ","Agua blanco                   "
"    235345","<10.0                                                                                                                                                                                                                                     ","     0.040","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Manganeso total                         ","Agua blanco                   "
"    235345","<10.0                                                                                                                                                                                                                                     ","     0.020","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Cromo total                             ","Agua blanco                   "
"    235345","50.9                                                                                                                                                                                                                                      ","    50.910","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Aluminio total                          ","Agua blanco                   "
"    235345","<50.0                                                                                                                                                                                                                                     ","     3.760","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Boro total                              ","Agua blanco                   "
"    235345","21-08-2024                                                                                                                                                                                                                                ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      "," Fecha fin de los ensayos               ","Agua blanco                   "
"    235345","<1.0                                                                                                                                                                                                                                      ","     0.010","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Suma Trihalometanos                     ","Agua blanco                   "
"    235345","<1.0                                                                                                                                                                                                                                      ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Bromoformo                              ","Agua blanco                   "
"    235345","<1.0                                                                                                                                                                                                                                      ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Dibromoclorometano                      ","Agua blanco                   "
"    235345","<1.0                                                                                                                                                                                                                                      ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Bromodiclorometano                      ","Agua blanco                   "
"    235345","<1.0                                                                                                                                                                                                                                      ","     0.013","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Cloroformo                              ","Agua blanco                   "
"    235345","<0.025                                                                                                                                                                                                                                    ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Clorito                                 ","Agua blanco                   "
"    235345","<0.025                                                                                                                                                                                                                                    ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Clorato                                 ","Agua blanco                   "
"    235345","<2.5                                                                                                                                                                                                                                      ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Bromato                                 ","Agua blanco                   "
"    235345","<50.0                                                                                                                                                                                                                                     ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Sodio                                   ","Agua blanco                   "
"    235345","<0.15                                                                                                                                                                                                                                     ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Amonio                                  ","Agua blanco                   "
"    235345","<1.0                                                                                                                                                                                                                                      ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Sulfatos                                ","Agua blanco                   "
"    235345","26                                                                                                                                                                                                                                        ","    26.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Microorganismos cultivables a 22º C     ","Agua blanco                   "
"    235345","2.6E+01                                                                                                                                                                                                                                   ","    26.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Microorganismos cultivables a 22 ºC     ","Agua blanco                   "
"    235345","26                                                                                                                                                                                                                                        ","    26.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Recuento                                ","Agua blanco                   "
"    235345","0                                                                                                                                                                                                                                         ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","d                                       ","Agua blanco                   "
"    235345","4                                                                                                                                                                                                                                         ","     4.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","P2                                      ","Agua blanco                   "
"    235345","<0.15                                                                                                                                                                                                                                     ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Nitritos                                ","Agua blanco                   "
"    235345","<1.00                                                                                                                                                                                                                                     ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Nitratos                                ","Agua blanco                   "
"    235345","<1.00                                                                                                                                                                                                                                     ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Cloruros                                ","Agua blanco                   "
"    235345","25                                                                                                                                                                                                                                        ","    25.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","P1                                      ","Agua blanco                   "
"    235345","22/08/2024                                                                                                                                                                                                                                ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      "," Fecha fin de los ensayos               ","Agua blanco                   "
"    235345","<0.10                                                                                                                                                                                                                                     ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Cloro combinado                         ","Agua blanco                   "
"    235345","<0.10                                                                                                                                                                                                                                     ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Cloro total                             ","Agua blanco                   "
"    235345","<0.10                                                                                                                                                                                                                                     ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Cloro libre                             ","Agua blanco                   "
"    235345","<1.0                                                                                                                                                                                                                                      ","     0.010","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Plomo total                             ","Agua blanco                   "
"    235345","<1.0                                                                                                                                                                                                                                      ","     0.010","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Antimonio total                         ","Agua blanco                   "
"    235345","<1.5                                                                                                                                                                                                                                      ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Cadmio total                            ","Agua blanco                   "
"    235345","<1.0                                                                                                                                                                                                                                      ","     0.020","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Selenio total                           ","Agua blanco                   "
"    235345","<1.0                                                                                                                                                                                                                                      ","     0.030","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Arsénico total                          ","Agua blanco                   "
"    235345","<50.0                                                                                                                                                                                                                                     ","    -0.040","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Cobre total                             ","Agua blanco                   "
"    235345","<5.0                                                                                                                                                                                                                                      ","     0.020","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Niquel total                            ","Agua blanco                   "
"    235345","<10.0                                                                                                                                                                                                                                     ","     1.280","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Hierro total                            ","Agua blanco                   "
"    235345","19-08-2024                                                                                                                                                                                                                                ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      "," Fecha comienzo de los ensayos          ","Agua blanco                   "
"    235345","<0.22                                                                                                                                                                                                                                     ","     0.050","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Turbidez                                ","Agua blanco                   "
"    235345","8.3                                                                                                                                                                                                                                       ","     8.250","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","pH                                      ","Agua blanco                   "
"    235345","<0.50                                                                                                                                                                                                                                     ","     0.000","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Oxidabilidad                            ","Agua blanco                   "
"    235345","<15                                                                                                                                                                                                                                       ","     0.883","19-AUG-2024 09:02:00","A","Blanco proceso                                                                                      ","Conductividad a 20 ºC                   ","Agua blanco                   "
"    235641","03-09-2024                                                                                                                                                                                                                                ","     0.000","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   "," Fecha fin de los ensayos               ","AGUA BLANCA                   "
"    235641","<1.0                                                                                                                                                                                                                                      ","     0.010","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Plomo total                             ","AGUA BLANCA                   "
"    235641","<5.0                                                                                                                                                                                                                                      ","    -0.030","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Niquel total                            ","AGUA BLANCA                   "
"    235641","<10.0                                                                                                                                                                                                                                     ","    -0.130","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Hierro total                            ","AGUA BLANCA                   "
"    235641","<10.0                                                                                                                                                                                                                                     ","    -0.030","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Cromo total                             ","AGUA BLANCA                   "
"    235641","<50.0                                                                                                                                                                                                                                     ","    -0.130","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Aluminio total                          ","AGUA BLANCA                   "
"    235641","<50.0                                                                                                                                                                                                                                     ","     0.030","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Cobre total                             ","AGUA BLANCA                   "
"    235641","<15                                                                                                                                                                                                                                       ","     0.558","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Conductividad a 20 ºC                   ","AGUA BLANCA                   "
"    235641","8.2                                                                                                                                                                                                                                       ","     8.200","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","pH                                      ","AGUA BLANCA                   "
"    235641","<0.22                                                                                                                                                                                                                                     ","     0.040","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Turbidez                                ","AGUA BLANCA                   "
"    235641","<0.10                                                                                                                                                                                                                                     ","     0.000","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Cloro libre                             ","AGUA BLANCA                   "
"    235641","<0.10                                                                                                                                                                                                                                     ","     0.050","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Cloro total                             ","AGUA BLANCA                   "
"    235641","<0.10                                                                                                                                                                                                                                     ","     0.050","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Cloro combinado                         ","AGUA BLANCA                   "
"    235641","03-09-2024                                                                                                                                                                                                                                ","     0.000","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   "," Fecha comienzo de los ensayos          ","AGUA BLANCA                   "
"    235641","03/09/2024                                                                                                                                                                                                                                ","     0.000","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   "," Fecha comienzo de los ensayos          ","AGUA BLANCA                   "
"    235641","04/09/2024                                                                                                                                                                                                                                ","     0.000","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   "," Fecha fin de los ensayos               ","AGUA BLANCA                   "
"    235641","0                                                                                                                                                                                                                                         ","     0.000","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Recuento de bacterias coliformes        ","AGUA BLANCA                   "
"    235641","0                                                                                                                                                                                                                                         ","     0.000","03-SEP-2024 09:20:00","A","BLANCO DE PROCESO                                                                                   ","Recuento de E. coli                     ","AGUA BLANCA                   "
"    235676","18/09/24                                                                                                                                                                                                                                  ","     0.000","11-SEP-2024 12:36:00","A","Blanco proceso                                                                                      ","Análisis Legionella-Fecha fin           ","Agua blanco                   "
"    235676","<10                                                                                                                                                                                                                                       ","    10.000","11-SEP-2024 12:36:00","A","Blanco proceso                                                                                      ","Recuento                                ","Agua blanco                   "
"    235676","1.0E+01                                                                                                                                                                                                                                   ","    10.000","11-SEP-2024 12:36:00","A","Blanco proceso                                                                                      ","Recuento transformado                   ","Agua blanco                   "
"    235676","<10                                                                                                                                                                                                                                       ","    10.000","11-SEP-2024 12:36:00","A","Blanco proceso                                                                                      ","Recuento de Legionella pneumophila      ","Agua blanco                   "
"    235676","11/09/24                                                                                                                                                                                                                                  ","     0.000","11-SEP-2024 12:36:00","A","Blanco proceso                                                                                      ","Análisis Legionella-Fecha de inicio     ","Agua blanco                   "
"    235677","0                                                                                                                                                                                                                                         ","     0.000","10-SEP-2024 10:30:00","A","BLANCO PROCESO                                                                                      ","Recuento de bacterias coliformes        ","AGUA BLANCO                   "
"    235677","0                                                                                                                                                                                                                                         ","     0.000","10-SEP-2024 10:30:00","A","BLANCO PROCESO                                                                                      ","Recuento de E. coli                     ","AGUA BLANCO                   "
"    235677","11/09/2024                                                                                                                                                                                                                                ","     0.000","10-SEP-2024 10:30:00","A","BLANCO PROCESO                                                                                      "," Fecha fin de los ensayos               ","AGUA BLANCO                   "
"    235677","10/09/2024                                                                                                                                                                                                                                ","     0.000","10-SEP-2024 10:30:00","A","BLANCO PROCESO                                                                                      "," Fecha comienzo de los ensayos          ","AGUA BLANCO                   "
"    235680","<5.0                                                                                                                                                                                                                                      ","     0.000","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Niquel total                            ","AGUA BLANCO                   "
"    235680","<0.22                                                                                                                                                                                                                                     ","     0.040","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Turbidez                                ","AGUA BLANCO                   "
"    235680","8.2                                                                                                                                                                                                                                       ","     8.150","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","pH                                      ","AGUA BLANCO                   "
"    235680","<15                                                                                                                                                                                                                                       ","     0.657","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Conductividad a 20 ºC                   ","AGUA BLANCO                   "
"    235680","10-09-2024                                                                                                                                                                                                                                ","     0.000","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       "," Fecha comienzo de los ensayos          ","AGUA BLANCO                   "
"    235680","<0.10                                                                                                                                                                                                                                     ","     0.005","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Cloro combinado                         ","AGUA BLANCO                   "
"    235680","<0.10                                                                                                                                                                                                                                     ","     0.020","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Cloro total                             ","AGUA BLANCO                   "
"    235680","<0.10                                                                                                                                                                                                                                     ","     0.010","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Cloro libre                             ","AGUA BLANCO                   "
"    235680","13-09-2024                                                                                                                                                                                                                                ","     0.000","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       "," Fecha fin de los ensayos               ","AGUA BLANCO                   "
"    235680","<50.0                                                                                                                                                                                                                                     ","     1.140","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Aluminio total                          ","AGUA BLANCO                   "
"    235680","<10.0                                                                                                                                                                                                                                     ","     0.030","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Cromo total                             ","AGUA BLANCO                   "
"    235680","<10.0                                                                                                                                                                                                                                     ","     0.550","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Hierro total                            ","AGUA BLANCO                   "
"    235680","<50.0                                                                                                                                                                                                                                     ","     0.110","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Cobre total                             ","AGUA BLANCO                   "
"    235680","<1.0                                                                                                                                                                                                                                      ","     0.010","10-SEP-2024 14:00:00","A","BLANCO ENVASE                                                                                       ","Plomo total                             ","AGUA BLANCO                   "
"    235782","<1                                                                                                                                                                                                                                        ","     1.000","16-SEP-2024 09:28:22","A","blanco proceso                                                                                      ","Recuento de E. coli                     ","agua blanco ludicas           "
"    235782","<0.50                                                                                                                                                                                                                                     ","     0.040","16-SEP-2024 09:28:22","A","blanco proceso                                                                                      ","Oxidabilidad                            ","agua blanco ludicas           "
"    235782","<15                                                                                                                                                                                                                                       ","     0.962","16-SEP-2024 09:28:22","A","blanco proceso                                                                                      ","Conductividad a 20 ºC                   ","agua blanco ludicas           "
"    235782","<0.22                                                                                                                                                                                                                                     ","     0.050","16-SEP-2024 09:28:22","A","blanco proceso                                                                                      ","Turbidez                                ","agua blanco ludicas           "
"    235782","<1                                                                                                                                                                                                                                        ","     1.000","16-SEP-2024 09:28:22","A","blanco proceso                                                                                      ","Recuento de coliformes                  ","agua blanco ludicas           "
"    235782","18/9/24                                                                                                                                                                                                                                   ","     0.000","16-SEP-2024 09:28:22","A","blanco proceso                                                                                      "," Fecha fin de los ensayos               ","agua blanco ludicas           "
"    235782","<1                                                                                                                                                                                                                                        ","     1.000","16-SEP-2024 09:28:22","A","blanco proceso                                                                                      ","Recuento de Pseudomonas aeruginosa      ","agua blanco ludicas           "
